,Location,Type,Start,End,Duration
7782,Location 16,Dry,2021-12-16,2021-12-23,8
7783,Location 16,Wet,2021-12-24,2021-12-26,3
7784,Location 16,Dry,2021-12-27,2021-12-27,1
7785,Location 16,Wet,2021-12-28,2021-12-30,3
7786,Location 16,Dry,2021-12-31,2022-03-19,79
7787,Location 16,Wet,2022-03-20,2022-03-20,1
7788,Location 16,Dry,2022-03-21,2022-03-27,7
7789,Location 16,Wet,2022-03-28,2022-03-28,1
7790,Location 16,Dry,2022-03-29,2022-04-11,14
7791,Location 16,Wet,2022-04-12,2022-04-12,1
7792,Location 16,Dry,2022-04-13,2022-04-15,3
7793,Location 16,Wet,2022-04-16,2022-04-17,2
7794,Location 16,Dry,2022-04-18,2022-04-20,3
7795,Location 16,Wet,2022-04-21,2022-04-22,2
7796,Location 16,Dry,2022-04-23,2022-09-18,149
7797,Location 16,Wet,2022-09-19,2022-09-19,1
7798,Location 16,Dry,2022-09-20,2022-11-01,43
7799,Location 16,Wet,2022-11-02,2022-11-02,1
7800,Location 16,Dry,2022-11-03,2022-11-06,4
7801,Location 16,Wet,2022-11-07,2022-11-09,3
7802,Location 16,Dry,2022-11-10,2022-12-01,22
7803,Location 16,Wet,2022-12-02,2022-12-02,1
7804,Location 16,Dry,2022-12-03,2022-12-03,1
7805,Location 16,Wet,2022-12-04,2022-12-04,1
7806,Location 16,Dry,2022-12-05,2022-12-05,1
7807,Location 16,Wet,2022-12-06,2022-12-06,1
7808,Location 16,Dry,2022-12-07,2022-12-08,2
7809,Location 16,Wet,2022-12-09,2022-12-12,4
7810,Location 16,Dry,2022-12-13,2022-12-26,14
7811,Location 16,Wet,2022-12-27,2022-12-31,5
7812,Location 16,Dry,2022-01-01,2022-01-17,17
7813,Location 16,Wet,2022-01-18,2022-01-18,1
7814,Location 16,Dry,2022-01-19,2022-02-15,28
7815,Location 16,Wet,2022-02-16,2022-02-16,1
7816,Location 16,Dry,2022-02-17,2022-02-22,6
7817,Location 16,Wet,2022-02-23,2022-02-24,2
7818,Location 16,Dry,2022-02-25,2022-03-03,7
7819,Location 16,Wet,2022-03-04,2022-03-05,2
7820,Location 16,Dry,2022-03-06,2022-03-19,14
7821,Location 16,Wet,2022-03-20,2022-03-20,1
7822,Location 16,Dry,2022-03-21,2022-03-28,8
7823,Location 16,Wet,2022-03-29,2022-03-29,1
7824,Location 16,Dry,2022-03-30,2022-04-21,23
7825,Location 16,Wet,2022-04-22,2022-04-22,1
7826,Location 16,Dry,2022-04-23,2022-09-09,140
7827,Location 16,Wet,2022-09-10,2022-09-10,1
7828,Location 16,Dry,2022-09-11,2022-09-11,1
7829,Location 16,Wet,2022-09-12,2022-09-12,1
7830,Location 16,Dry,2022-09-13,2022-10-11,29
7831,Location 16,Wet,2022-10-12,2022-10-12,1
7832,Location 16,Dry,2022-10-13,2022-10-15,3
7833,Location 16,Wet,2022-10-16,2022-10-16,1
7834,Location 16,Dry,2022-10-17,2022-10-22,6
7835,Location 16,Wet,2022-10-23,2022-10-23,1
7836,Location 16,Dry,2022-10-24,2022-11-07,15
7837,Location 16,Wet,2022-11-08,2022-11-09,2
7838,Location 16,Dry,2022-11-10,2022-12-11,32
7839,Location 16,Wet,2022-12-12,2022-12-13,2
7840,Location 16,Dry,2022-12-14,2022-12-27,14
7841,Location 16,Wet,2022-12-28,2022-12-28,1
7842,Location 16,Dry,2022-12-29,2022-12-31,3
7843,Location 16,Wet,2023-01-01,2023-01-01,1
7844,Location 16,Dry,2023-01-02,2023-01-02,1
7845,Location 16,Wet,2023-01-03,2023-01-06,4
7846,Location 16,Dry,2023-01-07,2023-01-07,1
7847,Location 16,Wet,2023-01-08,2023-01-12,5
7848,Location 16,Dry,2023-01-13,2023-01-13,1
7849,Location 16,Wet,2023-01-14,2023-01-17,4
7850,Location 16,Dry,2023-01-18,2023-01-18,1
7851,Location 16,Wet,2023-01-19,2023-01-19,1
7852,Location 16,Dry,2023-01-20,2023-02-04,16
7853,Location 16,Wet,2023-02-05,2023-02-06,2
7854,Location 16,Dry,2023-02-07,2023-02-23,17
7855,Location 16,Wet,2023-02-24,2023-02-25,2
7856,Location 16,Dry,2023-02-26,2023-02-26,1
7857,Location 16,Wet,2023-02-27,2023-03-01,3
7858,Location 16,Dry,2023-03-02,2023-03-04,3
7859,Location 16,Wet,2023-03-05,2023-03-06,2
7860,Location 16,Dry,2023-03-07,2023-03-08,2
7861,Location 16,Wet,2023-03-09,2023-03-15,7
7862,Location 16,Dry,2023-03-16,2023-03-18,3
7863,Location 16,Wet,2023-03-19,2023-03-20,2
7864,Location 16,Dry,2023-03-21,2023-03-21,1
7865,Location 16,Wet,2023-03-22,2023-03-23,2
7866,Location 16,Dry,2023-03-24,2023-03-28,5
7867,Location 16,Wet,2023-03-29,2023-03-30,2
7868,Location 16,Dry,2023-03-31,2023-05-01,32
7869,Location 16,Wet,2023-05-02,2023-05-03,2
7870,Location 16,Dry,2023-05-04,2023-10-22,172
7871,Location 16,Wet,2023-10-23,2023-10-23,1
7872,Location 16,Dry,2023-10-24,2023-11-15,23
7873,Location 16,Wet,2023-11-16,2023-11-16,1
7874,Location 16,Dry,2023-11-17,2023-11-17,1
7875,Location 16,Wet,2023-11-18,2023-11-19,2
7876,Location 16,Dry,2023-11-20,2023-12-06,17
7877,Location 16,Wet,2023-12-07,2023-12-07,1
7878,Location 16,Dry,2023-12-08,2023-12-17,10
7879,Location 16,Wet,2023-12-18,2023-12-21,4
7880,Location 16,Dry,2023-12-22,2023-12-27,6
7881,Location 16,Wet,2023-01-01,2023-12-31,365
7882,Location 16,Dry,2023-01-03,2023-01-03,1
7883,Location 16,Wet,2023-01-04,2023-01-06,3
7884,Location 16,Dry,2023-01-07,2023-01-09,3
7885,Location 16,Wet,2023-01-10,2023-01-11,2
7886,Location 16,Dry,2023-01-12,2023-01-14,3
7887,Location 16,Wet,2023-01-15,2023-01-17,3
7888,Location 16,Dry,2023-01-18,2023-01-29,12
7889,Location 16,Wet,2023-01-30,2023-01-31,2
7890,Location 16,Dry,2023-02-01,2023-02-14,14
7891,Location 16,Wet,2023-02-15,2023-02-15,1
7892,Location 16,Dry,2023-02-16,2023-02-21,6
7893,Location 16,Wet,2023-02-22,2023-02-26,5
7894,Location 16,Dry,2023-02-27,2023-02-27,1
7895,Location 16,Wet,2023-02-28,2023-03-02,3
7896,Location 16,Dry,2023-03-03,2023-03-10,8
7897,Location 16,Wet,2023-03-11,2023-03-11,1
7898,Location 16,Dry,2023-03-12,2023-03-14,3
7899,Location 16,Wet,2023-03-15,2023-03-16,2
7900,Location 16,Dry,2023-03-17,2023-03-19,3
7901,Location 16,Wet,2023-03-20,2023-03-24,5
7902,Location 16,Dry,2023-03-25,2023-03-29,5
7903,Location 16,Wet,2023-03-30,2023-03-31,2
7904,Location 16,Dry,2023-04-01,2023-05-03,33
7905,Location 16,Wet,2023-05-04,2023-05-05,2
7906,Location 16,Dry,2023-05-06,2023-05-09,4
7907,Location 16,Wet,2023-05-10,2023-05-10,1
7908,Location 16,Dry,2023-05-11,2023-06-11,32
7909,Location 16,Wet,2023-06-12,2023-06-12,1
7910,Location 16,Dry,2023-06-13,2023-08-19,68
7911,Location 16,Wet,2023-08-20,2023-08-21,2
7912,Location 16,Dry,2023-08-22,2023-09-30,40
7913,Location 16,Wet,2023-10-01,2023-10-01,1
7914,Location 16,Dry,2023-10-02,2023-11-15,45
7915,Location 16,Wet,2023-11-16,2023-11-16,1
7916,Location 16,Dry,2023-11-17,2023-11-29,13
7917,Location 16,Wet,2023-11-30,2023-11-30,1
7918,Location 16,Dry,2023-12-01,2023-12-20,20
7919,Location 16,Wet,2023-12-21,2023-12-22,2
7920,Location 16,Dry,2023-12-23,2023-12-30,8
7921,Location 16,Wet,2023-12-31,2023-12-31,1
7922,Location 16,Dry,2024-01-01,2024-01-02,2
7923,Location 16,Wet,2024-01-03,2024-01-03,1
7924,Location 16,Dry,2024-01-04,2024-01-06,3
7925,Location 16,Wet,2024-01-07,2024-01-07,1
7926,Location 16,Dry,2024-01-08,2024-01-10,3
7927,Location 16,Wet,2024-01-11,2024-01-11,1
7928,Location 16,Dry,2024-01-12,2024-01-13,2
7929,Location 16,Wet,2024-01-14,2024-01-14,1
7930,Location 16,Dry,2024-01-15,2024-01-16,2
7931,Location 16,Wet,2024-01-17,2024-01-17,1
7932,Location 16,Dry,2024-01-18,2024-01-20,3
7933,Location 16,Wet,2024-01-21,2024-01-23,3
7934,Location 16,Dry,2024-01-24,2024-01-24,1
7935,Location 16,Wet,2024-01-25,2024-01-25,1
7936,Location 16,Dry,2024-01-26,2024-01-31,6
7937,Location 16,Wet,2024-02-01,2024-02-06,6
7938,Location 16,Dry,2024-02-07,2024-02-07,1
7939,Location 16,Wet,2024-02-08,2024-02-08,1
7940,Location 16,Dry,2024-02-09,2024-02-14,6
7941,Location 16,Wet,2024-02-15,2024-02-15,1
7942,Location 16,Dry,2024-02-16,2024-02-17,2
7943,Location 16,Wet,2024-02-18,2024-02-19,2
7944,Location 16,Dry,2024-02-20,2024-02-20,1
7945,Location 16,Wet,2024-02-21,2024-02-21,1
7946,Location 16,Dry,2024-02-22,2024-02-29,8
7947,Location 16,Wet,2024-03-01,2024-03-04,4
7948,Location 16,Dry,2024-03-05,2024-03-06,2
7949,Location 16,Wet,2024-03-07,2024-03-07,1
7950,Location 16,Dry,2024-03-08,2024-03-22,15
7951,Location 16,Wet,2024-03-23,2024-03-24,2
7952,Location 16,Dry,2024-03-25,2024-03-27,3
7953,Location 16,Wet,2024-03-28,2024-03-28,1
7954,Location 16,Dry,2024-03-29,2024-03-29,1
7955,Location 16,Wet,2024-03-30,2024-03-31,2
7956,Location 16,Dry,2024-04-01,2024-04-04,4
7957,Location 16,Wet,2024-04-05,2024-04-05,1
7958,Location 16,Dry,2024-04-06,2024-04-12,7
7959,Location 16,Wet,2024-04-13,2024-04-14,2
7960,Location 16,Dry,2024-04-15,2024-05-04,20
7961,Location 16,Wet,2024-05-05,2024-05-05,1
7962,Location 16,Dry,2024-05-06,2024-11-01,180
7963,Location 16,Wet,2024-11-02,2024-11-02,1
7964,Location 16,Dry,2024-11-03,2024-11-11,9
7965,Location 16,Wet,2024-11-12,2024-11-12,1
7966,Location 16,Dry,2024-11-13,2024-11-22,10
7967,Location 16,Wet,2024-11-23,2024-11-23,1
7968,Location 16,Dry,2024-11-24,2024-11-24,1
7969,Location 16,Wet,2024-11-25,2024-11-26,2
7970,Location 16,Dry,2024-11-27,2024-12-11,15
7971,Location 16,Wet,2024-12-12,2024-12-15,4
7972,Location 16,Dry,2024-12-16,2024-12-16,1
7973,Location 16,Wet,2024-12-17,2024-12-17,1
7974,Location 16,Dry,2024-12-18,2024-12-23,6
7975,Location 16,Wet,2024-12-24,2024-12-25,2
7976,Location 16,Dry,2024-12-26,2024-12-26,1
7977,Location 16,Wet,2024-12-27,2024-12-28,2
7978,Location 16,Dry,2024-12-29,2024-12-29,1
7979,Location 16,Wet,2024-12-30,2024-12-30,1
7980,Location 16,Dry,2024-01-01,2024-12-31,366
7981,Location 16,Wet,2024-01-04,2024-01-04,1
7982,Location 16,Dry,2024-01-05,2024-01-06,2
7983,Location 16,Wet,2024-01-07,2024-01-07,1
7984,Location 16,Dry,2024-01-08,2024-01-11,4
7985,Location 16,Wet,2024-01-12,2024-01-12,1
7986,Location 16,Dry,2024-01-13,2024-01-20,8
7987,Location 16,Wet,2024-01-21,2024-01-23,3
7988,Location 16,Dry,2024-01-24,2024-02-01,9
7989,Location 16,Wet,2024-02-02,2024-02-03,2
7990,Location 16,Dry,2024-02-04,2024-02-04,1
7991,Location 16,Wet,2024-02-05,2024-02-10,6
7992,Location 16,Dry,2024-02-11,2024-02-20,10
7993,Location 16,Wet,2024-02-21,2024-02-22,2
7994,Location 16,Dry,2024-02-23,2024-03-01,8
7995,Location 16,Wet,2024-03-02,2024-03-04,3
7996,Location 16,Dry,2024-03-05,2024-03-06,2
7997,Location 16,Wet,2024-03-07,2024-03-07,1
7998,Location 16,Dry,2024-03-08,2024-03-15,8
7999,Location 16,Wet,2024-03-16,2024-03-16,1
8000,Location 16,Dry,2024-03-17,2024-03-23,7
8001,Location 16,Wet,2024-03-24,2024-03-24,1
8002,Location 16,Dry,2024-03-25,2024-03-30,6
8003,Location 16,Wet,2024-03-31,2024-04-01,2
8004,Location 16,Dry,2024-04-02,2024-04-05,4
8005,Location 16,Wet,2024-04-06,2024-04-06,1
8006,Location 16,Dry,2024-04-07,2024-04-13,7
8007,Location 16,Wet,2024-04-14,2024-04-14,1
8008,Location 16,Dry,2024-04-15,2024-05-05,21
8009,Location 16,Wet,2024-05-06,2024-05-06,1
8010,Location 16,Dry,2024-05-07,2024-12-12,220
8011,Location 16,Wet,2024-12-13,2024-12-13,1
8012,Location 16,Dry,2024-12-14,2024-12-31,18
8013,Location 17,Dry,2017-01-01,2017-01-02,2
8014,Location 17,Wet,2017-01-03,2017-01-05,3
8015,Location 17,Dry,2017-01-06,2017-01-06,1
8016,Location 17,Wet,2017-01-07,2017-01-12,6
8017,Location 17,Dry,2017-01-13,2017-01-18,6
8018,Location 17,Wet,2017-01-19,2017-01-24,6
8019,Location 17,Dry,2017-01-25,2017-02-01,8
8020,Location 17,Wet,2017-02-02,2017-02-04,3
8021,Location 17,Dry,2017-02-05,2017-02-05,1
8022,Location 17,Wet,2017-02-06,2017-02-10,5
8023,Location 17,Dry,2017-02-11,2017-02-15,5
8024,Location 17,Wet,2017-02-16,2017-02-18,3
8025,Location 17,Dry,2017-02-19,2017-02-19,1
8026,Location 17,Wet,2017-02-20,2017-02-22,3
8027,Location 17,Dry,2017-02-23,2017-03-04,10
8028,Location 17,Wet,2017-03-05,2017-03-05,1
8029,Location 17,Dry,2017-03-06,2017-03-20,15
8030,Location 17,Wet,2017-03-21,2017-03-23,3
8031,Location 17,Dry,2017-03-24,2017-03-24,1
8032,Location 17,Wet,2017-03-25,2017-03-25,1
8033,Location 17,Dry,2017-03-26,2017-04-06,12
8034,Location 17,Wet,2017-04-07,2017-04-07,1
8035,Location 17,Dry,2017-04-08,2017-04-12,5
8036,Location 17,Wet,2017-04-13,2017-04-13,1
8037,Location 17,Dry,2017-04-14,2017-04-16,3
8038,Location 17,Wet,2017-04-17,2017-04-18,2
8039,Location 17,Dry,2017-04-19,2017-10-19,184
8040,Location 17,Wet,2017-10-20,2017-10-20,1
8041,Location 17,Dry,2017-10-21,2017-11-08,19
8042,Location 17,Wet,2017-11-09,2017-11-09,1
8043,Location 17,Dry,2017-11-10,2017-11-16,7
8044,Location 17,Wet,2017-11-17,2017-11-17,1
8045,Location 17,Dry,2017-11-18,2017-11-26,9
8046,Location 17,Wet,2017-11-27,2017-11-27,1
8047,Location 17,Dry,2017-11-28,2017-12-19,22
8048,Location 17,Wet,2017-12-20,2017-12-20,1
8049,Location 17,Dry,2017-12-21,2017-12-31,11
8050,Location 17,Wet,2017-01-01,2017-01-01,1
8051,Location 17,Dry,2017-01-02,2017-01-05,4
8052,Location 17,Wet,2017-01-06,2017-01-06,1
8053,Location 17,Dry,2017-01-07,2017-01-09,3
8054,Location 17,Wet,2017-01-10,2017-01-10,1
8055,Location 17,Dry,2017-01-11,2017-01-11,1
8056,Location 17,Wet,2017-01-12,2017-01-14,3
8057,Location 17,Dry,2017-01-15,2017-01-18,4
8058,Location 17,Wet,2017-01-19,2017-01-21,3
8059,Location 17,Dry,2017-01-22,2017-01-22,1
8060,Location 17,Wet,2017-01-23,2017-01-24,2
8061,Location 17,Dry,2017-01-25,2017-02-06,13
8062,Location 17,Wet,2017-02-07,2017-02-08,2
8063,Location 17,Dry,2017-02-09,2017-02-17,9
8064,Location 17,Wet,2017-02-18,2017-02-18,1
8065,Location 17,Dry,2017-02-19,2017-02-26,8
8066,Location 17,Wet,2017-02-27,2017-02-28,2
8067,Location 17,Dry,2017-03-01,2017-05-06,67
8068,Location 17,Wet,2017-05-07,2017-05-08,2
8069,Location 17,Dry,2017-05-09,2018-01-03,240
8070,Location 17,Wet,2018-01-04,2018-01-04,1
8071,Location 17,Dry,2018-01-05,2018-01-05,1
8072,Location 17,Wet,2018-01-06,2018-01-06,1
8073,Location 17,Dry,2018-01-07,2018-01-07,1
8074,Location 17,Wet,2018-01-08,2018-01-10,3
8075,Location 17,Dry,2018-01-11,2018-01-18,8
8076,Location 17,Wet,2018-01-19,2018-01-19,1
8077,Location 17,Dry,2018-01-20,2018-01-22,3
8078,Location 17,Wet,2018-01-23,2018-01-23,1
8079,Location 17,Dry,2018-01-24,2018-01-24,1
8080,Location 17,Wet,2018-01-25,2018-01-25,1
8081,Location 17,Dry,2018-01-26,2018-02-26,32
8082,Location 17,Wet,2018-02-27,2018-02-27,1
8083,Location 17,Dry,2018-02-28,2018-02-28,1
8084,Location 17,Wet,2018-03-01,2018-03-03,3
8085,Location 17,Dry,2018-03-04,2018-03-12,9
8086,Location 17,Wet,2018-03-13,2018-03-14,2
8087,Location 17,Dry,2018-03-15,2018-03-15,1
8088,Location 17,Wet,2018-03-16,2018-03-17,2
8089,Location 17,Dry,2018-03-18,2018-03-20,3
8090,Location 17,Wet,2018-03-21,2018-03-23,3
8091,Location 17,Dry,2018-03-24,2018-03-24,1
8092,Location 17,Wet,2018-03-25,2018-03-25,1
8093,Location 17,Dry,2018-03-26,2018-04-05,11
8094,Location 17,Wet,2018-04-06,2018-04-08,3
8095,Location 17,Dry,2018-04-09,2018-04-11,3
8096,Location 17,Wet,2018-04-12,2018-04-12,1
8097,Location 17,Dry,2018-04-13,2018-04-15,3
8098,Location 17,Wet,2018-04-16,2018-04-17,2
8099,Location 17,Dry,2018-04-18,2018-10-03,169
8100,Location 17,Wet,2018-10-04,2018-10-04,1
8101,Location 17,Dry,2018-10-05,2018-11-21,48
8102,Location 17,Wet,2018-11-22,2018-11-24,3
8103,Location 17,Dry,2018-11-25,2018-11-27,3
8104,Location 17,Wet,2018-11-28,2018-11-30,3
8105,Location 17,Dry,2018-12-01,2018-12-01,1
8106,Location 17,Wet,2018-12-02,2018-12-02,1
8107,Location 17,Dry,2018-12-03,2018-12-04,2
8108,Location 17,Wet,2018-12-05,2018-12-06,2
8109,Location 17,Dry,2018-12-07,2018-12-16,10
8110,Location 17,Wet,2018-12-17,2018-12-17,1
8111,Location 17,Dry,2018-12-18,2018-12-24,7
8112,Location 17,Wet,2018-12-25,2018-12-25,1
8113,Location 17,Dry,2018-01-01,2018-12-31,365
8114,Location 17,Wet,2018-01-09,2018-01-10,2
8115,Location 17,Dry,2018-01-11,2018-02-26,47
8116,Location 17,Wet,2018-02-27,2018-02-28,2
8117,Location 17,Dry,2018-03-01,2018-03-02,2
8118,Location 17,Wet,2018-03-03,2018-03-04,2
8119,Location 17,Dry,2018-03-05,2018-03-10,6
8120,Location 17,Wet,2018-03-11,2018-03-11,1
8121,Location 17,Dry,2018-03-12,2018-03-14,3
8122,Location 17,Wet,2018-03-15,2018-03-18,4
8123,Location 17,Dry,2018-03-19,2018-03-22,4
8124,Location 17,Wet,2018-03-23,2018-03-23,1
8125,Location 17,Dry,2018-03-24,2018-10-03,194
8126,Location 17,Wet,2018-10-04,2018-10-04,1
8127,Location 17,Dry,2018-10-05,2018-10-12,8
8128,Location 17,Wet,2018-10-13,2018-10-14,2
8129,Location 17,Dry,2018-10-15,2018-11-21,38
8130,Location 17,Wet,2018-11-22,2018-11-22,1
8131,Location 17,Dry,2018-11-23,2018-11-28,6
8132,Location 17,Wet,2018-11-29,2018-11-30,2
8133,Location 17,Dry,2018-12-01,2018-12-05,5
8134,Location 17,Wet,2018-12-06,2018-12-07,2
8135,Location 17,Dry,2018-12-08,2018-12-24,17
8136,Location 17,Wet,2018-12-25,2018-12-26,2
8137,Location 17,Dry,2018-12-27,2019-01-05,10
8138,Location 17,Wet,2019-01-06,2019-01-07,2
8139,Location 17,Dry,2019-01-08,2019-01-08,1
8140,Location 17,Wet,2019-01-09,2019-01-09,1
8141,Location 17,Dry,2019-01-10,2019-01-11,2
8142,Location 17,Wet,2019-01-12,2019-01-12,1
8143,Location 17,Dry,2019-01-13,2019-01-14,2
8144,Location 17,Wet,2019-01-15,2019-01-17,3
8145,Location 17,Dry,2019-01-18,2019-01-20,3
8146,Location 17,Wet,2019-01-21,2019-01-21,1
8147,Location 17,Dry,2019-01-22,2019-01-30,9
8148,Location 17,Wet,2019-01-31,2019-01-31,1
8149,Location 17,Dry,2019-02-01,2019-02-01,1
8150,Location 17,Wet,2019-02-02,2019-02-05,4
8151,Location 17,Dry,2019-02-06,2019-02-08,3
8152,Location 17,Wet,2019-02-09,2019-02-10,2
8153,Location 17,Dry,2019-02-11,2019-02-12,2
8154,Location 17,Wet,2019-02-13,2019-02-17,5
8155,Location 17,Dry,2019-02-18,2019-02-26,9
8156,Location 17,Wet,2019-02-27,2019-02-28,2
8157,Location 17,Dry,2019-03-01,2019-03-01,1
8158,Location 17,Wet,2019-03-02,2019-03-03,2
8159,Location 17,Dry,2019-03-04,2019-03-05,2
8160,Location 17,Wet,2019-03-06,2019-03-08,3
8161,Location 17,Dry,2019-03-09,2019-03-09,1
8162,Location 17,Wet,2019-03-10,2019-03-10,1
8163,Location 17,Dry,2019-03-11,2019-03-19,9
8164,Location 17,Wet,2019-03-20,2019-03-21,2
8165,Location 17,Dry,2019-03-22,2019-03-22,1
8166,Location 17,Wet,2019-03-23,2019-03-23,1
8167,Location 17,Dry,2019-03-24,2019-03-25,2
8168,Location 17,Wet,2019-03-26,2019-03-26,1
8169,Location 17,Dry,2019-03-27,2019-03-27,1
8170,Location 17,Wet,2019-03-28,2019-03-28,1
8171,Location 17,Dry,2019-03-29,2019-04-05,8
8172,Location 17,Wet,2019-04-06,2019-04-06,1
8173,Location 17,Dry,2019-04-07,2019-04-15,9
8174,Location 17,Wet,2019-04-16,2019-04-16,1
8175,Location 17,Dry,2019-04-17,2019-05-15,29
8176,Location 17,Wet,2019-05-16,2019-05-17,2
8177,Location 17,Dry,2019-05-18,2019-05-18,1
8178,Location 17,Wet,2019-05-19,2019-05-21,3
8179,Location 17,Dry,2019-05-22,2019-11-26,189
8180,Location 17,Wet,2019-11-27,2019-11-28,2
8181,Location 17,Dry,2019-11-29,2019-11-30,2
8182,Location 17,Wet,2019-12-01,2019-12-05,5
8183,Location 17,Dry,2019-12-06,2019-12-07,2
8184,Location 17,Wet,2019-12-08,2019-12-09,2
8185,Location 17,Dry,2019-12-10,2019-12-17,8
8186,Location 17,Wet,2019-12-18,2019-12-19,2
8187,Location 17,Dry,2019-12-20,2019-12-21,2
8188,Location 17,Wet,2019-12-22,2019-12-23,2
8189,Location 17,Dry,2019-12-24,2019-12-24,1
8190,Location 17,Wet,2019-12-25,2019-12-26,2
8191,Location 17,Dry,2019-12-27,2019-12-29,3
8192,Location 17,Wet,2019-12-30,2019-12-30,1
8193,Location 17,Dry,2019-12-31,2019-12-31,1
8194,Location 17,Wet,2019-01-01,2019-01-01,1
8195,Location 17,Dry,2019-01-02,2019-01-05,4
8196,Location 17,Wet,2019-01-06,2019-01-07,2
8197,Location 17,Dry,2019-01-08,2019-01-11,4
8198,Location 17,Wet,2019-01-12,2019-01-13,2
8199,Location 17,Dry,2019-01-14,2019-01-14,1
8200,Location 17,Wet,2019-01-15,2019-01-18,4
8201,Location 17,Dry,2019-01-19,2019-01-31,13
8202,Location 17,Wet,2019-02-01,2019-02-01,1
8203,Location 17,Dry,2019-02-02,2019-02-02,1
8204,Location 17,Wet,2019-02-03,2019-02-06,4
8205,Location 17,Dry,2019-02-07,2019-02-10,4
8206,Location 17,Wet,2019-02-11,2019-02-11,1
8207,Location 17,Dry,2019-02-12,2019-02-13,2
8208,Location 17,Wet,2019-02-14,2019-02-16,3
8209,Location 17,Dry,2019-02-17,2019-02-17,1
8210,Location 17,Wet,2019-02-18,2019-02-18,1
8211,Location 17,Dry,2019-02-19,2019-02-20,2
8212,Location 17,Wet,2019-02-21,2019-02-22,2
8213,Location 17,Dry,2019-02-23,2019-03-02,8
8214,Location 17,Wet,2019-03-03,2019-03-03,1
8215,Location 17,Dry,2019-03-04,2019-03-06,3
8216,Location 17,Wet,2019-03-07,2019-03-07,1
8217,Location 17,Dry,2019-03-08,2019-03-11,4
8218,Location 17,Wet,2019-03-12,2019-03-12,1
8219,Location 17,Dry,2019-03-13,2019-03-20,8
8220,Location 17,Wet,2019-03-21,2019-03-21,1
8221,Location 17,Dry,2019-03-22,2019-04-29,39
8222,Location 17,Wet,2019-04-30,2019-04-30,1
8223,Location 17,Dry,2019-05-01,2019-05-16,16
8224,Location 17,Wet,2019-05-17,2019-05-17,1
8225,Location 17,Dry,2019-05-18,2019-05-19,2
8226,Location 17,Wet,2019-05-20,2019-05-20,1
8227,Location 17,Dry,2019-05-21,2019-05-22,2
8228,Location 17,Wet,2019-05-23,2019-05-23,1
8229,Location 17,Dry,2019-05-24,2019-05-26,3
8230,Location 17,Wet,2019-05-27,2019-05-27,1
8231,Location 17,Dry,2019-05-28,2019-11-19,176
8232,Location 17,Wet,2019-11-20,2019-11-21,2
8233,Location 17,Dry,2019-11-22,2019-11-27,6
8234,Location 17,Wet,2019-11-28,2019-11-30,3
8235,Location 17,Dry,2019-12-01,2019-12-03,3
8236,Location 17,Wet,2019-12-04,2019-12-05,2
8237,Location 17,Dry,2019-12-06,2019-12-06,1
8238,Location 17,Wet,2019-12-07,2019-12-09,3
8239,Location 17,Dry,2019-12-10,2019-12-22,13
8240,Location 17,Wet,2019-12-23,2019-12-24,2
8241,Location 17,Dry,2019-12-25,2019-12-25,1
8242,Location 17,Wet,2019-12-26,2019-12-27,2
8243,Location 17,Dry,2019-12-28,2020-01-08,12
8244,Location 17,Wet,2020-01-09,2020-01-09,1
8245,Location 17,Dry,2020-01-10,2020-01-16,7
8246,Location 17,Wet,2020-01-17,2020-01-17,1
8247,Location 17,Dry,2020-01-18,2020-01-21,4
8248,Location 17,Wet,2020-01-22,2020-01-22,1
8249,Location 17,Dry,2020-01-23,2020-03-07,45
8250,Location 17,Wet,2020-03-08,2020-03-08,1
8251,Location 17,Dry,2020-03-09,2020-03-14,6
8252,Location 17,Wet,2020-03-15,2020-03-16,2
8253,Location 17,Dry,2020-03-17,2020-03-24,8
8254,Location 17,Wet,2020-03-25,2020-03-25,1
8255,Location 17,Dry,2020-03-26,2020-04-04,10
8256,Location 17,Wet,2020-04-05,2020-04-07,3
8257,Location 17,Dry,2020-04-08,2020-05-11,34
8258,Location 17,Wet,2020-05-12,2020-05-12,1
8259,Location 17,Dry,2020-05-13,2020-05-17,5
8260,Location 17,Wet,2020-05-18,2020-05-18,1
8261,Location 17,Dry,2020-05-19,2020-11-06,172
8262,Location 17,Wet,2020-11-07,2020-11-07,1
8263,Location 17,Dry,2020-11-08,2020-11-13,6
8264,Location 17,Wet,2020-11-14,2020-11-14,1
8265,Location 17,Dry,2020-11-15,2020-11-17,3
8266,Location 17,Wet,2020-11-18,2020-11-18,1
8267,Location 17,Dry,2020-11-19,2020-12-11,23
8268,Location 17,Wet,2020-12-12,2020-12-12,1
8269,Location 17,Dry,2020-12-13,2020-12-13,1
8270,Location 17,Wet,2020-12-14,2020-12-14,1
8271,Location 17,Dry,2020-12-15,2020-12-16,2
8272,Location 17,Wet,2020-12-17,2020-12-17,1
8273,Location 17,Dry,2020-12-18,2020-12-25,8
8274,Location 17,Wet,2020-12-26,2020-12-26,1
8275,Location 17,Dry,2020-12-27,2020-12-27,1
8276,Location 17,Wet,2020-12-28,2020-12-28,1
8277,Location 17,Dry,2020-12-29,2020-12-30,2
8278,Location 17,Wet,2020-12-31,2020-12-31,1
