,Location,Type,Start,End,Duration
7283,Location 15,Dry,2022-04-23,2022-09-09,140
7284,Location 15,Wet,2022-09-10,2022-09-10,1
7285,Location 15,Dry,2022-09-11,2022-09-11,1
7286,Location 15,Wet,2022-09-12,2022-09-12,1
7287,Location 15,Dry,2022-09-13,2022-10-11,29
7288,Location 15,Wet,2022-10-12,2022-10-12,1
7289,Location 15,Dry,2022-10-13,2022-10-15,3
7290,Location 15,Wet,2022-10-16,2022-10-16,1
7291,Location 15,Dry,2022-10-17,2022-10-22,6
7292,Location 15,Wet,2022-10-23,2022-10-23,1
7293,Location 15,Dry,2022-10-24,2022-11-07,15
7294,Location 15,Wet,2022-11-08,2022-11-09,2
7295,Location 15,Dry,2022-11-10,2022-12-11,32
7296,Location 15,Wet,2022-12-12,2022-12-13,2
7297,Location 15,Dry,2022-12-14,2022-12-27,14
7298,Location 15,Wet,2022-12-28,2022-12-28,1
7299,Location 15,Dry,2022-12-29,2022-12-31,3
7300,Location 15,Wet,2023-01-01,2023-01-01,1
7301,Location 15,Dry,2023-01-02,2023-01-04,3
7302,Location 15,Wet,2023-01-05,2023-01-06,2
7303,Location 15,Dry,2023-01-07,2023-01-07,1
7304,Location 15,Wet,2023-01-08,2023-01-11,4
7305,Location 15,Dry,2023-01-12,2023-01-13,2
7306,Location 15,Wet,2023-01-14,2023-01-17,4
7307,Location 15,Dry,2023-01-18,2023-01-18,1
7308,Location 15,Wet,2023-01-19,2023-01-19,1
7309,Location 15,Dry,2023-01-20,2023-02-04,16
7310,Location 15,Wet,2023-02-05,2023-02-06,2
7311,Location 15,Dry,2023-02-07,2023-02-23,17
7312,Location 15,Wet,2023-02-24,2023-02-25,2
7313,Location 15,Dry,2023-02-26,2023-02-26,1
7314,Location 15,Wet,2023-02-27,2023-03-01,3
7315,Location 15,Dry,2023-03-02,2023-03-04,3
7316,Location 15,Wet,2023-03-05,2023-03-06,2
7317,Location 15,Dry,2023-03-07,2023-03-09,3
7318,Location 15,Wet,2023-03-10,2023-03-11,2
7319,Location 15,Dry,2023-03-12,2023-03-13,2
7320,Location 15,Wet,2023-03-14,2023-03-15,2
7321,Location 15,Dry,2023-03-16,2023-03-18,3
7322,Location 15,Wet,2023-03-19,2023-03-19,1
7323,Location 15,Dry,2023-03-20,2023-03-21,2
7324,Location 15,Wet,2023-03-22,2023-03-23,2
7325,Location 15,Dry,2023-03-24,2023-03-28,5
7326,Location 15,Wet,2023-03-29,2023-03-30,2
7327,Location 15,Dry,2023-03-31,2023-05-01,32
7328,Location 15,Wet,2023-05-02,2023-05-04,3
7329,Location 15,Dry,2023-05-05,2023-10-22,171
7330,Location 15,Wet,2023-10-23,2023-10-23,1
7331,Location 15,Dry,2023-10-24,2023-11-17,25
7332,Location 15,Wet,2023-11-18,2023-11-19,2
7333,Location 15,Dry,2023-11-20,2023-12-17,28
7334,Location 15,Wet,2023-12-18,2023-12-21,4
7335,Location 15,Dry,2023-12-22,2023-12-29,8
7336,Location 15,Wet,2023-12-30,2023-12-30,1
7337,Location 15,Dry,2023-12-31,2023-12-31,1
7338,Location 15,Wet,2023-01-01,2023-01-02,2
7339,Location 15,Dry,2023-01-03,2023-01-03,1
7340,Location 15,Wet,2023-01-04,2023-01-06,3
7341,Location 15,Dry,2023-01-07,2023-01-09,3
7342,Location 15,Wet,2023-01-10,2023-01-11,2
7343,Location 15,Dry,2023-01-12,2023-01-14,3
7344,Location 15,Wet,2023-01-15,2023-01-17,3
7345,Location 15,Dry,2023-01-18,2023-01-29,12
7346,Location 15,Wet,2023-01-30,2023-01-31,2
7347,Location 15,Dry,2023-02-01,2023-02-14,14
7348,Location 15,Wet,2023-02-15,2023-02-15,1
7349,Location 15,Dry,2023-02-16,2023-02-22,7
7350,Location 15,Wet,2023-02-23,2023-02-26,4
7351,Location 15,Dry,2023-02-27,2023-02-27,1
7352,Location 15,Wet,2023-02-28,2023-03-02,3
7353,Location 15,Dry,2023-03-03,2023-03-10,8
7354,Location 15,Wet,2023-03-11,2023-03-11,1
7355,Location 15,Dry,2023-03-12,2023-03-14,3
7356,Location 15,Wet,2023-03-15,2023-03-16,2
7357,Location 15,Dry,2023-03-17,2023-03-19,3
7358,Location 15,Wet,2023-03-20,2023-03-24,5
7359,Location 15,Dry,2023-03-25,2023-03-29,5
7360,Location 15,Wet,2023-03-30,2023-03-31,2
7361,Location 15,Dry,2023-04-01,2023-05-03,33
7362,Location 15,Wet,2023-05-04,2023-05-05,2
7363,Location 15,Dry,2023-05-06,2023-06-11,37
7364,Location 15,Wet,2023-06-12,2023-06-12,1
7365,Location 15,Dry,2023-06-13,2023-08-19,68
7366,Location 15,Wet,2023-08-20,2023-08-21,2
7367,Location 15,Dry,2023-08-22,2023-09-30,40
7368,Location 15,Wet,2023-10-01,2023-10-01,1
7369,Location 15,Dry,2023-10-02,2023-11-15,45
7370,Location 15,Wet,2023-11-16,2023-11-16,1
7371,Location 15,Dry,2023-11-17,2023-11-29,13
7372,Location 15,Wet,2023-11-30,2023-11-30,1
7373,Location 15,Dry,2023-12-01,2023-12-20,20
7374,Location 15,Wet,2023-12-21,2023-12-22,2
7375,Location 15,Dry,2023-12-23,2023-12-30,8
7376,Location 15,Wet,2023-12-31,2023-12-31,1
7377,Location 15,Dry,2024-01-01,2024-01-02,2
7378,Location 15,Wet,2024-01-03,2024-01-03,1
7379,Location 15,Dry,2024-01-04,2024-01-06,3
7380,Location 15,Wet,2024-01-07,2024-01-07,1
7381,Location 15,Dry,2024-01-08,2024-01-10,3
7382,Location 15,Wet,2024-01-11,2024-01-11,1
7383,Location 15,Dry,2024-01-12,2024-01-13,2
7384,Location 15,Wet,2024-01-14,2024-01-14,1
7385,Location 15,Dry,2024-01-15,2024-01-16,2
7386,Location 15,Wet,2024-01-17,2024-01-17,1
7387,Location 15,Dry,2024-01-18,2024-01-20,3
7388,Location 15,Wet,2024-01-21,2024-01-23,3
7389,Location 15,Dry,2024-01-24,2024-01-24,1
7390,Location 15,Wet,2024-01-25,2024-01-25,1
7391,Location 15,Dry,2024-01-26,2024-01-31,6
7392,Location 15,Wet,2024-02-01,2024-02-06,6
7393,Location 15,Dry,2024-02-07,2024-02-07,1
7394,Location 15,Wet,2024-02-08,2024-02-08,1
7395,Location 15,Dry,2024-02-09,2024-02-14,6
7396,Location 15,Wet,2024-02-15,2024-02-15,1
7397,Location 15,Dry,2024-02-16,2024-02-17,2
7398,Location 15,Wet,2024-02-18,2024-02-19,2
7399,Location 15,Dry,2024-02-20,2024-02-20,1
7400,Location 15,Wet,2024-02-21,2024-02-21,1
7401,Location 15,Dry,2024-02-22,2024-02-29,8
7402,Location 15,Wet,2024-03-01,2024-03-04,4
7403,Location 15,Dry,2024-03-05,2024-03-06,2
7404,Location 15,Wet,2024-03-07,2024-03-07,1
7405,Location 15,Dry,2024-03-08,2024-03-22,15
7406,Location 15,Wet,2024-03-23,2024-03-24,2
7407,Location 15,Dry,2024-03-25,2024-03-27,3
7408,Location 15,Wet,2024-03-28,2024-03-28,1
7409,Location 15,Dry,2024-03-29,2024-03-29,1
7410,Location 15,Wet,2024-03-30,2024-03-31,2
7411,Location 15,Dry,2024-04-01,2024-04-04,4
7412,Location 15,Wet,2024-04-05,2024-04-05,1
7413,Location 15,Dry,2024-04-06,2024-04-13,8
7414,Location 15,Wet,2024-04-14,2024-04-14,1
7415,Location 15,Dry,2024-04-15,2024-05-04,20
7416,Location 15,Wet,2024-05-05,2024-05-05,1
7417,Location 15,Dry,2024-05-06,2024-11-01,180
7418,Location 15,Wet,2024-11-02,2024-11-02,1
7419,Location 15,Dry,2024-11-03,2024-11-11,9
7420,Location 15,Wet,2024-11-12,2024-11-12,1
7421,Location 15,Dry,2024-11-13,2024-11-22,10
7422,Location 15,Wet,2024-11-23,2024-11-23,1
7423,Location 15,Dry,2024-11-24,2024-11-24,1
7424,Location 15,Wet,2024-11-25,2024-11-26,2
7425,Location 15,Dry,2024-11-27,2024-12-11,15
7426,Location 15,Wet,2024-12-12,2024-12-15,4
7427,Location 15,Dry,2024-12-16,2024-12-16,1
7428,Location 15,Wet,2024-12-17,2024-12-17,1
7429,Location 15,Dry,2024-12-18,2024-12-23,6
7430,Location 15,Wet,2024-12-24,2024-12-25,2
7431,Location 15,Dry,2024-12-26,2024-12-26,1
7432,Location 15,Wet,2024-12-27,2024-12-28,2
7433,Location 15,Dry,2024-12-29,2024-12-29,1
7434,Location 15,Wet,2024-12-30,2024-12-30,1
7435,Location 15,Dry,2024-01-01,2024-12-31,366
7436,Location 15,Wet,2024-01-04,2024-01-04,1
7437,Location 15,Dry,2024-01-05,2024-01-11,7
7438,Location 15,Wet,2024-01-12,2024-01-12,1
7439,Location 15,Dry,2024-01-13,2024-01-20,8
7440,Location 15,Wet,2024-01-21,2024-01-23,3
7441,Location 15,Dry,2024-01-24,2024-02-01,9
7442,Location 15,Wet,2024-02-02,2024-02-03,2
7443,Location 15,Dry,2024-02-04,2024-02-04,1
7444,Location 15,Wet,2024-02-05,2024-02-10,6
7445,Location 15,Dry,2024-02-11,2024-02-20,10
7446,Location 15,Wet,2024-02-21,2024-02-22,2
7447,Location 15,Dry,2024-02-23,2024-03-01,8
7448,Location 15,Wet,2024-03-02,2024-03-04,3
7449,Location 15,Dry,2024-03-05,2024-03-06,2
7450,Location 15,Wet,2024-03-07,2024-03-07,1
7451,Location 15,Dry,2024-03-08,2024-03-15,8
7452,Location 15,Wet,2024-03-16,2024-03-16,1
7453,Location 15,Dry,2024-03-17,2024-03-23,7
7454,Location 15,Wet,2024-03-24,2024-03-24,1
7455,Location 15,Dry,2024-03-25,2024-03-30,6
7456,Location 15,Wet,2024-03-31,2024-04-01,2
7457,Location 15,Dry,2024-04-02,2024-04-05,4
7458,Location 15,Wet,2024-04-06,2024-04-06,1
7459,Location 15,Dry,2024-04-07,2024-04-13,7
7460,Location 15,Wet,2024-04-14,2024-04-14,1
7461,Location 15,Dry,2024-04-15,2024-05-05,21
7462,Location 15,Wet,2024-05-06,2024-05-06,1
7463,Location 15,Dry,2024-05-07,2024-12-12,220
7464,Location 15,Wet,2024-12-13,2024-12-13,1
7465,Location 15,Dry,2024-12-14,2024-12-31,18
7466,Location 16,Dry,2017-01-01,2017-01-02,2
7467,Location 16,Wet,2017-01-03,2017-01-05,3
7468,Location 16,Dry,2017-01-06,2017-01-06,1
7469,Location 16,Wet,2017-01-07,2017-01-12,6
7470,Location 16,Dry,2017-01-13,2017-01-18,6
7471,Location 16,Wet,2017-01-19,2017-01-24,6
7472,Location 16,Dry,2017-01-25,2017-02-01,8
7473,Location 16,Wet,2017-02-02,2017-02-04,3
7474,Location 16,Dry,2017-02-05,2017-02-05,1
7475,Location 16,Wet,2017-02-06,2017-02-10,5
7476,Location 16,Dry,2017-02-11,2017-02-15,5
7477,Location 16,Wet,2017-02-16,2017-02-18,3
7478,Location 16,Dry,2017-02-19,2017-02-19,1
7479,Location 16,Wet,2017-02-20,2017-02-22,3
7480,Location 16,Dry,2017-02-23,2017-03-04,10
7481,Location 16,Wet,2017-03-05,2017-03-05,1
7482,Location 16,Dry,2017-03-06,2017-03-20,15
7483,Location 16,Wet,2017-03-21,2017-03-23,3
7484,Location 16,Dry,2017-03-24,2017-03-24,1
7485,Location 16,Wet,2017-03-25,2017-03-25,1
7486,Location 16,Dry,2017-03-26,2017-04-06,12
7487,Location 16,Wet,2017-04-07,2017-04-08,2
7488,Location 16,Dry,2017-04-09,2017-04-12,4
7489,Location 16,Wet,2017-04-13,2017-04-13,1
7490,Location 16,Dry,2017-04-14,2017-04-16,3
7491,Location 16,Wet,2017-04-17,2017-04-18,2
7492,Location 16,Dry,2017-04-19,2017-10-19,184
7493,Location 16,Wet,2017-10-20,2017-10-20,1
7494,Location 16,Dry,2017-10-21,2017-11-08,19
7495,Location 16,Wet,2017-11-09,2017-11-09,1
7496,Location 16,Dry,2017-11-10,2017-11-16,7
7497,Location 16,Wet,2017-11-17,2017-11-17,1
7498,Location 16,Dry,2017-11-18,2017-11-26,9
7499,Location 16,Wet,2017-11-27,2017-11-27,1
7500,Location 16,Dry,2017-11-28,2017-12-19,22
7501,Location 16,Wet,2017-12-20,2017-12-20,1
7502,Location 16,Dry,2017-12-21,2017-12-31,11
7503,Location 16,Wet,2017-01-01,2017-01-01,1
7504,Location 16,Dry,2017-01-02,2017-01-05,4
7505,Location 16,Wet,2017-01-06,2017-01-06,1
7506,Location 16,Dry,2017-01-07,2017-01-09,3
7507,Location 16,Wet,2017-01-10,2017-01-10,1
7508,Location 16,Dry,2017-01-11,2017-01-11,1
7509,Location 16,Wet,2017-01-12,2017-01-14,3
7510,Location 16,Dry,2017-01-15,2017-01-18,4
7511,Location 16,Wet,2017-01-19,2017-01-21,3
7512,Location 16,Dry,2017-01-22,2017-01-22,1
7513,Location 16,Wet,2017-01-23,2017-01-24,2
7514,Location 16,Dry,2017-01-25,2017-02-06,13
7515,Location 16,Wet,2017-02-07,2017-02-08,2
7516,Location 16,Dry,2017-02-09,2017-02-17,9
7517,Location 16,Wet,2017-02-18,2017-02-18,1
7518,Location 16,Dry,2017-02-19,2017-02-26,8
7519,Location 16,Wet,2017-02-27,2017-02-28,2
7520,Location 16,Dry,2017-03-01,2017-05-06,67
7521,Location 16,Wet,2017-05-07,2017-05-08,2
7522,Location 16,Dry,2017-05-09,2018-01-03,240
7523,Location 16,Wet,2018-01-04,2018-01-04,1
7524,Location 16,Dry,2018-01-05,2018-01-07,3
7525,Location 16,Wet,2018-01-08,2018-01-10,3
7526,Location 16,Dry,2018-01-11,2018-01-18,8
7527,Location 16,Wet,2018-01-19,2018-01-19,1
7528,Location 16,Dry,2018-01-20,2018-01-24,5
7529,Location 16,Wet,2018-01-25,2018-01-25,1
7530,Location 16,Dry,2018-01-26,2018-02-26,32
7531,Location 16,Wet,2018-02-27,2018-02-27,1
7532,Location 16,Dry,2018-02-28,2018-02-28,1
7533,Location 16,Wet,2018-03-01,2018-03-03,3
7534,Location 16,Dry,2018-03-04,2018-03-12,9
7535,Location 16,Wet,2018-03-13,2018-03-14,2
7536,Location 16,Dry,2018-03-15,2018-03-15,1
7537,Location 16,Wet,2018-03-16,2018-03-17,2
7538,Location 16,Dry,2018-03-18,2018-03-20,3
7539,Location 16,Wet,2018-03-21,2018-03-23,3
7540,Location 16,Dry,2018-03-24,2018-03-24,1
7541,Location 16,Wet,2018-03-25,2018-03-25,1
7542,Location 16,Dry,2018-03-26,2018-04-06,12
7543,Location 16,Wet,2018-04-07,2018-04-08,2
7544,Location 16,Dry,2018-04-09,2018-04-15,7
7545,Location 16,Wet,2018-04-16,2018-04-17,2
7546,Location 16,Dry,2018-04-18,2018-10-03,169
7547,Location 16,Wet,2018-10-04,2018-10-04,1
7548,Location 16,Dry,2018-10-05,2018-11-21,48
7549,Location 16,Wet,2018-11-22,2018-11-24,3
7550,Location 16,Dry,2018-11-25,2018-11-27,3
7551,Location 16,Wet,2018-11-28,2018-11-30,3
7552,Location 16,Dry,2018-12-01,2018-12-01,1
7553,Location 16,Wet,2018-12-02,2018-12-02,1
7554,Location 16,Dry,2018-12-03,2018-12-04,2
7555,Location 16,Wet,2018-12-05,2018-12-06,2
7556,Location 16,Dry,2018-12-07,2018-12-16,10
7557,Location 16,Wet,2018-12-17,2018-12-17,1
7558,Location 16,Dry,2018-12-18,2018-12-24,7
7559,Location 16,Wet,2018-12-25,2018-12-25,1
7560,Location 16,Dry,2018-01-01,2018-12-31,365
7561,Location 16,Wet,2018-01-09,2018-01-10,2
7562,Location 16,Dry,2018-01-11,2018-02-26,47
7563,Location 16,Wet,2018-02-27,2018-02-28,2
7564,Location 16,Dry,2018-03-01,2018-03-02,2
7565,Location 16,Wet,2018-03-03,2018-03-04,2
7566,Location 16,Dry,2018-03-05,2018-03-10,6
7567,Location 16,Wet,2018-03-11,2018-03-11,1
7568,Location 16,Dry,2018-03-12,2018-03-14,3
7569,Location 16,Wet,2018-03-15,2018-03-18,4
7570,Location 16,Dry,2018-03-19,2018-03-22,4
7571,Location 16,Wet,2018-03-23,2018-03-23,1
7572,Location 16,Dry,2018-03-24,2018-10-03,194
7573,Location 16,Wet,2018-10-04,2018-10-04,1
7574,Location 16,Dry,2018-10-05,2018-10-12,8
7575,Location 16,Wet,2018-10-13,2018-10-14,2
7576,Location 16,Dry,2018-10-15,2018-11-21,38
7577,Location 16,Wet,2018-11-22,2018-11-22,1
7578,Location 16,Dry,2018-11-23,2018-11-28,6
7579,Location 16,Wet,2018-11-29,2018-11-30,2
7580,Location 16,Dry,2018-12-01,2018-12-05,5
7581,Location 16,Wet,2018-12-06,2018-12-07,2
7582,Location 16,Dry,2018-12-08,2018-12-24,17
7583,Location 16,Wet,2018-12-25,2018-12-26,2
7584,Location 16,Dry,2018-12-27,2019-01-05,10
7585,Location 16,Wet,2019-01-06,2019-01-07,2
7586,Location 16,Dry,2019-01-08,2019-01-08,1
7587,Location 16,Wet,2019-01-09,2019-01-09,1
7588,Location 16,Dry,2019-01-10,2019-01-11,2
7589,Location 16,Wet,2019-01-12,2019-01-12,1
7590,Location 16,Dry,2019-01-13,2019-01-14,2
7591,Location 16,Wet,2019-01-15,2019-01-17,3
7592,Location 16,Dry,2019-01-18,2019-01-20,3
7593,Location 16,Wet,2019-01-21,2019-01-21,1
7594,Location 16,Dry,2019-01-22,2019-01-30,9
7595,Location 16,Wet,2019-01-31,2019-01-31,1
7596,Location 16,Dry,2019-02-01,2019-02-01,1
7597,Location 16,Wet,2019-02-02,2019-02-05,4
7598,Location 16,Dry,2019-02-06,2019-02-08,3
7599,Location 16,Wet,2019-02-09,2019-02-10,2
7600,Location 16,Dry,2019-02-11,2019-02-12,2
7601,Location 16,Wet,2019-02-13,2019-02-17,5
7602,Location 16,Dry,2019-02-18,2019-02-26,9
7603,Location 16,Wet,2019-02-27,2019-02-28,2
7604,Location 16,Dry,2019-03-01,2019-03-01,1
7605,Location 16,Wet,2019-03-02,2019-03-03,2
7606,Location 16,Dry,2019-03-04,2019-03-05,2
7607,Location 16,Wet,2019-03-06,2019-03-08,3
7608,Location 16,Dry,2019-03-09,2019-03-09,1
7609,Location 16,Wet,2019-03-10,2019-03-10,1
7610,Location 16,Dry,2019-03-11,2019-03-19,9
7611,Location 16,Wet,2019-03-20,2019-03-21,2
7612,Location 16,Dry,2019-03-22,2019-03-22,1
7613,Location 16,Wet,2019-03-23,2019-03-23,1
7614,Location 16,Dry,2019-03-24,2019-03-25,2
7615,Location 16,Wet,2019-03-26,2019-03-26,1
7616,Location 16,Dry,2019-03-27,2019-03-27,1
7617,Location 16,Wet,2019-03-28,2019-03-28,1
7618,Location 16,Dry,2019-03-29,2019-04-05,8
7619,Location 16,Wet,2019-04-06,2019-04-06,1
7620,Location 16,Dry,2019-04-07,2019-04-15,9
7621,Location 16,Wet,2019-04-16,2019-04-16,1
7622,Location 16,Dry,2019-04-17,2019-05-15,29
7623,Location 16,Wet,2019-05-16,2019-05-17,2
7624,Location 16,Dry,2019-05-18,2019-05-18,1
7625,Location 16,Wet,2019-05-19,2019-05-20,2
7626,Location 16,Dry,2019-05-21,2019-11-26,190
7627,Location 16,Wet,2019-11-27,2019-11-28,2
7628,Location 16,Dry,2019-11-29,2019-11-30,2
7629,Location 16,Wet,2019-12-01,2019-12-05,5
7630,Location 16,Dry,2019-12-06,2019-12-07,2
7631,Location 16,Wet,2019-12-08,2019-12-09,2
7632,Location 16,Dry,2019-12-10,2019-12-17,8
7633,Location 16,Wet,2019-12-18,2019-12-19,2
7634,Location 16,Dry,2019-12-20,2019-12-21,2
7635,Location 16,Wet,2019-12-22,2019-12-23,2
7636,Location 16,Dry,2019-12-24,2019-12-24,1
7637,Location 16,Wet,2019-12-25,2019-12-26,2
7638,Location 16,Dry,2019-12-27,2019-12-29,3
7639,Location 16,Wet,2019-12-30,2019-12-30,1
7640,Location 16,Dry,2019-12-31,2019-12-31,1
7641,Location 16,Wet,2019-01-01,2019-01-01,1
7642,Location 16,Dry,2019-01-02,2019-01-05,4
7643,Location 16,Wet,2019-01-06,2019-01-07,2
7644,Location 16,Dry,2019-01-08,2019-01-11,4
7645,Location 16,Wet,2019-01-12,2019-01-13,2
7646,Location 16,Dry,2019-01-14,2019-01-14,1
7647,Location 16,Wet,2019-01-15,2019-01-18,4
7648,Location 16,Dry,2019-01-19,2019-01-31,13
7649,Location 16,Wet,2019-02-01,2019-02-01,1
7650,Location 16,Dry,2019-02-02,2019-02-02,1
7651,Location 16,Wet,2019-02-03,2019-02-06,4
7652,Location 16,Dry,2019-02-07,2019-02-10,4
7653,Location 16,Wet,2019-02-11,2019-02-11,1
7654,Location 16,Dry,2019-02-12,2019-02-13,2
7655,Location 16,Wet,2019-02-14,2019-02-16,3
7656,Location 16,Dry,2019-02-17,2019-02-17,1
7657,Location 16,Wet,2019-02-18,2019-02-18,1
7658,Location 16,Dry,2019-02-19,2019-02-20,2
7659,Location 16,Wet,2019-02-21,2019-02-22,2
7660,Location 16,Dry,2019-02-23,2019-03-02,8
7661,Location 16,Wet,2019-03-03,2019-03-03,1
7662,Location 16,Dry,2019-03-04,2019-03-06,3
7663,Location 16,Wet,2019-03-07,2019-03-07,1
7664,Location 16,Dry,2019-03-08,2019-03-11,4
7665,Location 16,Wet,2019-03-12,2019-03-12,1
7666,Location 16,Dry,2019-03-13,2019-03-20,8
7667,Location 16,Wet,2019-03-21,2019-03-21,1
7668,Location 16,Dry,2019-03-22,2019-04-29,39
7669,Location 16,Wet,2019-04-30,2019-04-30,1
7670,Location 16,Dry,2019-05-01,2019-05-16,16
7671,Location 16,Wet,2019-05-17,2019-05-17,1
7672,Location 16,Dry,2019-05-18,2019-05-19,2
7673,Location 16,Wet,2019-05-20,2019-05-20,1
7674,Location 16,Dry,2019-05-21,2019-05-22,2
7675,Location 16,Wet,2019-05-23,2019-05-23,1
7676,Location 16,Dry,2019-05-24,2019-05-26,3
7677,Location 16,Wet,2019-05-27,2019-05-27,1
7678,Location 16,Dry,2019-05-28,2019-11-19,176
7679,Location 16,Wet,2019-11-20,2019-11-21,2
7680,Location 16,Dry,2019-11-22,2019-11-27,6
7681,Location 16,Wet,2019-11-28,2019-11-30,3
7682,Location 16,Dry,2019-12-01,2019-12-03,3
7683,Location 16,Wet,2019-12-04,2019-12-05,2
7684,Location 16,Dry,2019-12-06,2019-12-06,1
7685,Location 16,Wet,2019-12-07,2019-12-09,3
7686,Location 16,Dry,2019-12-10,2019-12-22,13
7687,Location 16,Wet,2019-12-23,2019-12-24,2
7688,Location 16,Dry,2019-12-25,2019-12-25,1
7689,Location 16,Wet,2019-12-26,2019-12-27,2
7690,Location 16,Dry,2019-12-28,2020-01-08,12
7691,Location 16,Wet,2020-01-09,2020-01-09,1
7692,Location 16,Dry,2020-01-10,2020-01-16,7
7693,Location 16,Wet,2020-01-17,2020-01-17,1
7694,Location 16,Dry,2020-01-18,2020-01-21,4
7695,Location 16,Wet,2020-01-22,2020-01-22,1
7696,Location 16,Dry,2020-01-23,2020-03-14,52
7697,Location 16,Wet,2020-03-15,2020-03-16,2
7698,Location 16,Dry,2020-03-17,2020-03-22,6
7699,Location 16,Wet,2020-03-23,2020-03-23,1
7700,Location 16,Dry,2020-03-24,2020-03-24,1
7701,Location 16,Wet,2020-03-25,2020-03-25,1
7702,Location 16,Dry,2020-03-26,2020-04-04,10
7703,Location 16,Wet,2020-04-05,2020-04-07,3
7704,Location 16,Dry,2020-04-08,2020-05-11,34
7705,Location 16,Wet,2020-05-12,2020-05-12,1
7706,Location 16,Dry,2020-05-13,2020-05-17,5
7707,Location 16,Wet,2020-05-18,2020-05-18,1
7708,Location 16,Dry,2020-05-19,2020-05-30,12
7709,Location 16,Wet,2020-05-31,2020-05-31,1
7710,Location 16,Dry,2020-06-01,2020-11-06,159
7711,Location 16,Wet,2020-11-07,2020-11-07,1
7712,Location 16,Dry,2020-11-08,2020-11-13,6
7713,Location 16,Wet,2020-11-14,2020-11-14,1
7714,Location 16,Dry,2020-11-15,2020-11-17,3
7715,Location 16,Wet,2020-11-18,2020-11-18,1
7716,Location 16,Dry,2020-11-19,2020-12-11,23
7717,Location 16,Wet,2020-12-12,2020-12-12,1
7718,Location 16,Dry,2020-12-13,2020-12-13,1
7719,Location 16,Wet,2020-12-14,2020-12-14,1
7720,Location 16,Dry,2020-12-15,2020-12-16,2
7721,Location 16,Wet,2020-12-17,2020-12-17,1
7722,Location 16,Dry,2020-12-18,2020-12-25,8
7723,Location 16,Wet,2020-12-26,2020-12-26,1
7724,Location 16,Dry,2020-12-27,2020-12-27,1
7725,Location 16,Wet,2020-12-28,2020-12-28,1
7726,Location 16,Dry,2020-01-01,2020-12-31,366
7727,Location 16,Wet,2020-01-17,2020-01-17,1
7728,Location 16,Dry,2020-01-18,2020-01-20,3
7729,Location 16,Wet,2020-01-21,2020-01-21,1
7730,Location 16,Dry,2020-01-22,2020-02-09,19
7731,Location 16,Wet,2020-02-10,2020-02-10,1
7732,Location 16,Dry,2020-02-11,2020-02-22,12
7733,Location 16,Wet,2020-02-23,2020-02-23,1
7734,Location 16,Dry,2020-02-24,2020-03-09,15
7735,Location 16,Wet,2020-03-10,2020-03-14,5
7736,Location 16,Dry,2020-03-15,2020-03-16,2
7737,Location 16,Wet,2020-03-17,2020-03-17,1
7738,Location 16,Dry,2020-03-18,2020-03-18,1
7739,Location 16,Wet,2020-03-19,2020-03-20,2
7740,Location 16,Dry,2020-03-21,2020-03-22,2
7741,Location 16,Wet,2020-03-23,2020-03-24,2
7742,Location 16,Dry,2020-03-25,2020-03-25,1
7743,Location 16,Wet,2020-03-26,2020-03-27,2
7744,Location 16,Dry,2020-03-28,2020-04-05,9
7745,Location 16,Wet,2020-04-06,2020-04-11,6
7746,Location 16,Dry,2020-04-12,2020-06-05,55
7747,Location 16,Wet,2020-06-06,2020-06-06,1
7748,Location 16,Dry,2020-06-07,2020-11-07,154
7749,Location 16,Wet,2020-11-08,2020-11-09,2
7750,Location 16,Dry,2020-11-10,2020-12-27,48
7751,Location 16,Wet,2020-12-28,2020-12-29,2
7752,Location 16,Dry,2020-12-30,2021-01-23,25
7753,Location 16,Wet,2021-01-24,2021-01-26,3
7754,Location 16,Dry,2021-01-27,2021-01-28,2
7755,Location 16,Wet,2021-01-29,2021-01-30,2
7756,Location 16,Dry,2021-01-31,2021-02-12,13
7757,Location 16,Wet,2021-02-13,2021-02-13,1
7758,Location 16,Dry,2021-02-14,2021-03-03,18
7759,Location 16,Wet,2021-03-04,2021-03-04,1
7760,Location 16,Dry,2021-03-05,2021-03-09,5
7761,Location 16,Wet,2021-03-10,2021-03-11,2
7762,Location 16,Dry,2021-03-12,2021-03-12,1
7763,Location 16,Wet,2021-03-13,2021-03-13,1
7764,Location 16,Dry,2021-03-14,2021-03-15,2
7765,Location 16,Wet,2021-03-16,2021-03-16,1
7766,Location 16,Dry,2021-03-17,2021-03-25,9
7767,Location 16,Wet,2021-03-26,2021-03-26,1
7768,Location 16,Dry,2021-03-27,2021-05-16,51
7769,Location 16,Wet,2021-05-17,2021-05-17,1
7770,Location 16,Dry,2021-05-18,2021-07-26,70
7771,Location 16,Wet,2021-07-27,2021-07-27,1
7772,Location 16,Dry,2021-07-28,2021-10-04,69
7773,Location 16,Wet,2021-10-05,2021-10-05,1
7774,Location 16,Dry,2021-10-06,2021-10-07,2
7775,Location 16,Wet,2021-10-08,2021-10-09,2
7776,Location 16,Dry,2021-10-10,2021-10-25,16
7777,Location 16,Wet,2021-10-26,2021-10-26,1
7778,Location 16,Dry,2021-10-27,2021-12-09,44
7779,Location 16,Wet,2021-12-10,2021-12-10,1
7780,Location 16,Dry,2021-12-11,2021-12-14,4
7781,Location 16,Wet,2021-12-15,2021-12-15,1
